GeneName,X_LogCPM,Y_LogFC,AdjPval,DGE_Category,BATF_invivo_logCPM,BATF_invivo_logCPM,pMIG_invivo_logCPM,pMIG_invivo_logCPM
Ppcs,5.139,0.1434,0.926,NotDiff,4.651,4.75,6.109,5.391
Foxj3,1.719,-0.9544,0.8573,NotDiff,6.987,6.606,7.262,7.52
Hivep3,-1.36,-5.153,0.5638,NotDiff,0.7109,-4.271,0.6288,-4.271
Ctps,6.29,-1.139,0.16,NotDiff,-2.28,1.649,0.6288,-3.757
Cited4,0.06911,1.409,0.8537,NotDiff,-4.271,-4.271,-4.271,1.908
Nfyc,4.986,0.1097,0.9498,NotDiff,4.134,4.36,4.36,3.59
Exo5,4.343,1.059,0.5136,NotDiff,6.547,5.454,6.465,6.735
Zfp69,-0.614,-3.636,0.6772,NotDiff,2.491,4.249,1.802,0.5559
Smap2,6.93,0.2301,0.7795,NotDiff,4.709,5.823,4.371,4.662
Zmpste24,5.696,0.3342,0.7608,NotDiff,4.472,5.329,4.321,5.099
Rlf,1.947,-2.103,0.6681,NotDiff,1.94,3.056,1.543,-4.271
Ppt1,7.414,-0.1344,0.877,NotDiff,1.114,3.203,2.93,-0.2733
Cap1,8.007,-0.1505,0.834,NotDiff,-0.5349,-3.597,0.8228,2.425
Mfsd2a,-4.289,4.098,0.7357,NotDiff,4.322,4.062,4.066,3.267
Mycl,-1.947,8.353,0.3239,NotDiff,9.052,8.435,9.31,9.379
Trit1,3.59,1.418,0.5121,NotDiff,3.981,5.12,4.558,4.967
Ppie,6.714,0.09227,0.9318,NotDiff,0.02914,-4.271,3.152,3.603
Pabpc4,3.426,-2.089,0.4095,NotDiff,3.71,4.394,4.093,4.587
Macf1,1.121,-1.47,0.8014,NotDiff,7.141,6.65,7.544,8.43
Akirin1,7.116,0.2199,0.7858,NotDiff,5.951,5.341,5.454,7.776
Mycbp,4.265,-1.287,0.445,NotDiff,-0.5349,-4.271,1.543,-4.271
Rragc,7.062,0.3253,0.7198,NotDiff,3.685,3.638,4.231,3.813
Utp11l,6.465,-0.3139,0.7415,NotDiff,7.118,7.488,6.569,7.737
Fhl3,0.4048,-0.7665,0.9242,NotDiff,6.368,7.455,6.03,6.782
Sf3a3,6.644,-0.4296,0.6337,NotDiff,5.144,5.32,3.943,5.367
Inpp5b,6.613,0.3584,0.7289,NotDiff,5.952,7.149,6.286,6.939
Mtf1,4.164,1.08,0.5296,NotDiff,1.873,-4.271,-0.1869,-0.05829
1110065P20Rik,2.205,-0.7199,0.8556,NotDiff,3.122,4.145,4.442,2.358
Yrdc,6.677,-0.7276,0.3895,NotDiff,3.67,3.863,4.09,2.03
Cdca8,7.322,-0.1994,0.8223,NotDiff,5.576,7.072,5.051,5.081
9930104L06Rik,0.8929,-2.808,0.6768,NotDiff,5.317,5.781,5.41,4.754
Gnl2,6.06,0.5226,0.6683,NotDiff,6.35,6.464,5.837,5.625
Snip1,4.678,0.5173,0.7432,NotDiff,-4.271,-4.271,1.951,3.502
Meaf6,5.321,-0.7909,0.4988,NotDiff,6.429,6.45,5.963,5.268
Zc3h12a,3.9,0.4828,0.7991,NotDiff,0.6715,2.254,3.257,3.181
Mrps15,7.331,-0.4828,0.5121,NotDiff,6.876,6.251,7.272,6.899
Oscp1,-0.5541,-5.345,0.5007,NotDiff,5.004,4.221,4.809,4.919
Lsm10,4.714,0.04833,0.9842,NotDiff,-4.271,-4.271,0.5369,-4.271
Stk40,5.049,0.06704,0.974,NotDiff,5.019,4.5,1.963,4.47
Eva1b,4.897,-0.15,0.9323,NotDiff,5.81,5.983,6.22,4.959
Sh3d21,-4.485,3.677,0.7541,NotDiff,-0.207,-4.271,0.6869,-4.271
Thrap3,4.511,0.2481,0.8891,NotDiff,6.872,6.732,7.199,7.169
Map7d1,4.247,0.6848,0.7029,NotDiff,5.211,2.916,3.158,4.116
Trappc3,4.971,-0.4233,0.7577,NotDiff,0.2588,-4.271,-4.271,-4.271
Adprhl2,5.627,-0.2453,0.8285,NotDiff,1.476,1.484,5.132,1.451
Ago3,2.369,-1.772,0.7076,NotDiff,3.29,-4.271,4.427,3.357
Ago1,1.674,1.725,0.7401,NotDiff,2.311,-4.271,-4.271,2.454
Clspn,2.69,-1.121,0.7415,NotDiff,-3.383,2.74,3.336,2.489
Psmb2,9.133,-0.06735,0.9252,NotDiff,3.808,4.099,2.44,2.333
Ncdn,4.882,0.933,0.4915,NotDiff,-4.271,-4.271,0.5988,-4.271
AU040320,3.796,2.373,0.2504,NotDiff,0.7109,0.5861,-0.08603,0.5117
Zmym4,1.812,0.02753,0.9964,NotDiff,3.027,3.134,2.171,2.71
Sfpq,6.841,0.5514,0.5111,NotDiff,4.951,4.452,4.546,4.168
Zmym1,4.67,0.5154,0.7387,NotDiff,6.934,5.664,3.193,5.171
Gm12942,4.542,-0.8777,0.5605,NotDiff,3.545,4.484,2.804,3.822
Dlgap3,-4.544,-3.616,0.7583,NotDiff,6.889,6.53,5.378,6.797
Smim12,5.845,-0.2132,0.8448,NotDiff,3.79,5.117,5.433,4.987
Zscan20,-2.909,-6.947,0.4716,NotDiff,5.774,5.806,5.572,5.656
Phc2,5.415,-0.1047,0.9513,NotDiff,-4.271,-4.271,-4.271,0.7585
Zfp362,2.536,0.92,0.7722,NotDiff,6.862,6.702,7.047,7.007
Trim62,-3.719,-2.037,0.8727,NotDiff,4.104,4.514,3.483,4.5
Ak2,8.067,-0.1107,0.8886,NotDiff,5.658,5.928,5.467,5.536
Rnf19b,5.347,0.498,0.6998,NotDiff,1.554,4.291,0.6869,-0.723
S100pbp,3.627,-1.415,0.5192,NotDiff,9.303,8.729,8.82,9.074
Yars,6.353,-0.4916,0.5955,NotDiff,5.229,4.89,4.774,4.761
C77080,-1.765,4.386,0.6586,NotDiff,4.104,-4.271,3.411,3.558
Rbbp4,9.261,-0.3713,0.5121,NotDiff,5.186,6.558,5.16,5.933
Zbtb8os,5.383,-0.369,0.7605,NotDiff,5.694,6.608,6.772,6.98
Zbtb8a,-0.448,4.939,0.5344,NotDiff,-4.271,1.86,1.147,-1.014
Bsdc1,4.322,0.4363,0.7878,NotDiff,4.013,1.418,1.462,2.466
Marcksl1,6.12,-0.8037,0.3935,NotDiff,1.406,-4.271,-1.708,-4.271
Hdac1,7.633,-0.7975,0.1956,NotDiff,4.568,3.797,3.907,5.247
Lck,10.96,0.2733,0.5691,NotDiff,6.335,6.191,6.667,5.974
Eif3i,9.045,-0.3723,0.5666,NotDiff,-2,-1.744,-0.9193,0.4191
Tmem234,7.523,0.07053,0.9415,NotDiff,2.552,0.09687,2.942,3.105
Dcdc2b,3.259,0.01448,0.9964,NotDiff,1.532,-4.271,-4.271,-4.271
Iqcc,4.154,0.2118,0.9335,NotDiff,3.879,5.018,4.478,5.185
Ccdc28b,3.551,-1.094,0.6174,NotDiff,5.727,4.686,5.898,4.638
Txlna,4.893,-1.312,0.3966,NotDiff,1.129,-4.271,1.478,-4.271
Kpna6,5.215,-0.02423,0.9888,NotDiff,2.291,2.502,3.105,2.786
Tmem39b,4.728,0.4202,0.77,NotDiff,1.765,-4.271,-4.271,-4.271
Khdrbs1,6.747,-0.2072,0.8122,NotDiff,1.688,2.747,0.4388,1.415
Ptp4a2,9.594,0.2418,0.7356,NotDiff,4.927,5.559,5.029,5.24
Adgrb2,-4.513,3.617,0.7577,NotDiff,3.837,-4.271,2.181,3.12
Pef1,5.912,-0.281,0.7826,NotDiff,5.135,4.939,5.451,5.61
Tinagl1,-3.534,4.073,0.7351,NotDiff,4.206,5.298,4.51,5.02
Fabp3,-0.4573,1.318,0.8771,NotDiff,3.788,2.533,4.585,4.657
Zcchc17,7.129,-0.3114,0.7275,NotDiff,-3.76,-2.078,0.2199,-4.271
Snrnp40,8.143,-0.5751,0.3661,NotDiff,6.245,6.186,7.057,6.247
Nkain1,-2.593,-0.2349,0.988,NotDiff,0.5895,-4.271,-4.271,0.85
Pum1,5.822,-0.8691,0.3903,NotDiff,7.776,7.471,6.524,6.851
Laptm5,9.701,0.7022,0.1381,NotDiff,2.976,-4.271,2.702,1.991
Mecr,5.757,-0.01118,0.9946,NotDiff,6.267,6.361,6.118,6.447
Srsf4,3.277,-0.5868,0.8019,NotDiff,8.124,8.576,7.395,8.043
Epb4.1,3.47,2.957,0.235,NotDiff,2.96,2.979,-0.1356,-4.271
Ythdf2,8.63,-0.235,0.7332,NotDiff,-1.158,0.2544,-1.565,-3.08
Rps15a-ps4,5.148,-0.5481,0.6967,NotDiff,-2.443,0.6442,-4.271,-3.379
Gmeb1,3.222,-0.4712,0.8507,NotDiff,5.372,6.622,5.495,6.403
Taf12,7.002,-0.3201,0.7289,NotDiff,6.491,6.39,5.468,5.591
Rab42,-4.507,3.629,0.7572,NotDiff,5.151,5.845,5.928,5.353
Snhg12,-1.526,-2.196,0.8126,NotDiff,0.976,-4.271,-4.271,-4.271
Trnau1ap,6.146,-0.4074,0.7041,NotDiff,2.258,3.526,2.893,3.687
Rcc1,6.051,-0.7248,0.4565,NotDiff,4.119,3.103,3.252,3.603
Snhg3,3.113,-1.53,0.5587,NotDiff,3.645,4.784,3.309,3.541
Med18,3.8,0.4838,0.8088,NotDiff,6.001,5.915,5.948,6.343
Sesn2,3.074,0.711,0.7845,NotDiff,2.379,-4.271,0.008207,-3.757
Atpif1,7.274,-0.4928,0.5122,NotDiff,5.603,4.94,6.421,6.175
Dnajc8,7.894,0.1072,0.8983,NotDiff,6.7,6.606,7.32,7.07
Eya3,4.962,-0.9239,0.4913,NotDiff,-4.271,-4.271,2.379,2.425
Xkr8,3.062,0.05085,0.9888,NotDiff,3.971,5.455,4.684,4.248
Smpdl3b,4.604,-1.954,0.1487,NotDiff,8.402,8.462,7.399,7.51
Rpa2,8.292,-0.2452,0.7351,NotDiff,4.944,5.169,5.083,4.953
Themis2,-1.609,3.305,0.7457,NotDiff,4.025,3.991,3.894,3.925
Ppp1r8,5.773,-0.5299,0.6284,NotDiff,7.924,7.864,8.094,8.393
Stx12,5.332,0.3318,0.793,NotDiff,5.234,4.827,5.629,4.712
Fam76a,5.682,0.4492,0.7037,NotDiff,0.6104,-4.271,-0.4125,0.1577
Fgr,-0.2317,-1.415,0.8649,NotDiff,6.16,6.241,6.739,6.897
Ahdc1,-1.16,-3.997,0.6616,NotDiff,4.162,4.027,4.463,5.014
Wasf2,4.826,-0.6986,0.6516,NotDiff,4.682,3.431,3.555,3.459
Sytl1,4.845,0.8845,0.5119,NotDiff,6.515,6.368,6.298,6.82
Tmem222,6.553,0.02087,0.9871,NotDiff,1.418,-4.271,3.257,3.116
Wdtc1,3.072,-0.1914,0.9544,NotDiff,5.952,6.45,4.36,5.598
Slc9a1,3.109,-2.045,0.4545,NotDiff,5.603,5.432,5.572,4.983
Kdf1,-3.98,4.233,0.7299,NotDiff,3.62,-4.271,3.132,2.207
Nudc,7.52,-0.3709,0.645,NotDiff,3.396,3.056,4.046,3.174
Gpatch3,3.688,0.727,0.7351,NotDiff,6.675,6.576,7.036,7.181
Gpn2,3.732,-0.4229,0.8353,NotDiff,5.872,3.701,4.48,4.564
Sfn,3.458,0.6287,0.77,NotDiff,5.247,4.537,5.264,5.096
Zdhhc18,6.161,-0.3036,0.7921,NotDiff,3.267,3.034,3.653,3.695
Pigv,4.506,0.264,0.8796,NotDiff,5.66,6.367,6.051,6.276
Arid1a,3.994,-0.8088,0.6773,NotDiff,6.288,5.994,5.612,4.812
Rps6ka1,7.894,-0.07375,0.9335,NotDiff,-4.271,-4.271,-4.271,2.413
Hmgn2,8.487,-0.5111,0.4236,NotDiff,5.922,6.982,6.319,5.652
Dhdds,5.004,-0.3004,0.8251,NotDiff,7.021,6.946,6.575,6.477
Aim1l,-2.514,-0.3145,0.9853,NotDiff,5.428,6.276,5.453,5.141
Cd52,10.03,-0.1368,0.8025,NotDiff,5.856,6.285,6.114,6.407
Ubxn11,4.096,-0.4659,0.7938,NotDiff,5.195,5.337,3.946,4.322
Sh3bgrl3,9.939,0.05293,0.9401,NotDiff,6.65,6.178,6.618,6.789
Cep85,3.632,1.18,0.5777,NotDiff,2.059,3.751,-4.271,-0.3527
Zfp593,4.616,0.1897,0.9161,NotDiff,5.658,5.686,3.678,4.671
Pdik1l,2.479,0.251,0.9539,NotDiff,-3.383,1.279,-4.271,-4.271
Slc30a2,-4.55,-3.217,0.7812,NotDiff,2.893,2.651,1.376,1.783
Pafah2,1.584,-2.063,0.707,NotDiff,7.668,7.589,7.764,7.556
Stmn1,7.612,-0.8704,0.165,NotDiff,3.189,3.816,3.471,4.915
Paqr7,4.749,1.519,0.2673,NotDiff,0.5682,-4.271,0.7428,1.882
Aunip,2.957,-2.722,0.4671,NotDiff,4.385,6.04,5.694,4.634
Mtfr1l,6.803,0.05009,0.9675,NotDiff,3.36,4.165,3.045,4.038
Sepn1,3.779,1.31,0.501,NotDiff,4.153,3.624,4.117,1.223
Ldlrap1,3.401,0.271,0.9176,NotDiff,4.15,1.223,1.84,2.948
Tmem57,2.8,0.2279,0.9517,NotDiff,6.448,6.34,6.654,6.167
Rhd,-4.439,3.775,0.7494,NotDiff,5.335,5.331,5.074,5.595
Tmem50a,9.397,-0.1906,0.7494,NotDiff,7.909,7.44,7.757,7.872
Rsrp1,3.467,-0.5719,0.8007,NotDiff,6.122,7.053,6.475,6.103
Syf2,7.322,0.6277,0.3965,NotDiff,5.93,5.91,5.899,6.158
Runx3,7.159,0.7407,0.3078,NotDiff,0.8929,-4.271,-4.271,-1.871
Clic4,6.949,0.5255,0.5177,NotDiff,4.756,5.833,4.993,4.37
Srrm1,5.334,-0.07701,0.9666,NotDiff,3.274,-3.597,0.9706,-3.379
Ncmap,-0.8789,3.862,0.6708,NotDiff,2.922,-1.048,3.519,4.539
Rcan3,4.097,0.0377,0.9884,NotDiff,0.4569,3.029,1.815,0.3202
Nipal3,3.328,0.09976,0.9792,NotDiff,2.141,4.515,3.952,4.147
Grhl3,-4.531,3.578,0.7605,NotDiff,1.369,2.734,3.045,-4.271
Srsf10,6.83,-0.6987,0.4198,NotDiff,7.528,7.012,8.343,8.152
Pnrc2,6.105,0.9892,0.2667,NotDiff,9.699,9.362,9.812,9.82
Fuca1,7.567,0.1763,0.8104,NotDiff,9.639,9.857,10.16,10.27
Hmgcl,6.157,0.6034,0.5199,NotDiff,3.23,2.615,3.173,3.901
Gale,5.399,-0.769,0.5007,NotDiff,3.023,3.124,4.554,3.083
Lypla2,7.254,0.01454,0.9894,NotDiff,3.186,-0.2815,0.5369,3.344
Pithd1,6.809,-0.1908,0.8235,NotDiff,5.568,5.531,5.294,4.524
Tceb3,5.824,0.9692,0.3475,NotDiff,1.319,3.714,3.812,4.777
Rpl11,8.594,-0.02966,0.9764,NotDiff,-1.879,-4.271,1.147,-4.271
Id3,4.16,-1.195,0.4975,NotDiff,7.187,5.873,7.097,6.866
E2f2,5.078,0.2483,0.8656,NotDiff,5.968,5.119,3.782,5.33
Zfp46,1.453,3.561,0.5374,NotDiff,4.953,4.419,6.412,6.214
Hnrnpr,6.01,-0.256,0.8144,NotDiff,3.949,3.572,2.811,0.4662
Luzp1,-1.89,-0.2662,0.9868,NotDiff,5.651,5.046,4.686,5.273
Kdm1a,4.719,1.148,0.4231,NotDiff,8.957,8.323,9.352,9.653
C1qb,0.05593,-4.32,0.5537,NotDiff,3.778,3.822,3.586,4.112
C1qc,-2.824,-0.3717,0.9834,NotDiff,6.048,6.49,5.923,4.625
C1qa,-4.39,3.881,0.7466,NotDiff,5.925,6.324,6.375,5.068
Zbtb40,-2.427,-7.687,0.3903,NotDiff,4.988,-0.8751,5.559,4.613
Cdc42,10.05,-0.02988,0.9709,NotDiff,1.294,-4.271,0.8737,-3.757
Usp48,4.398,-2.171,0.1238,NotDiff,7.116,7.526,7.44,7.527
Ece1,2.48,-1.517,0.7328,NotDiff,3.031,4.041,4.117,4.713
Eif4g3,4.185,-0.2765,0.8839,NotDiff,3.792,-2.279,3.511,5.005
Hp1bp3,6.477,-0.1039,0.9251,NotDiff,2.044,3.523,2.065,2.773
Sh2d5,-2.044,1.56,0.8907,NotDiff,3.267,3.741,2.087,2.749
Ddost,9.703,-0.1545,0.783,NotDiff,3.729,2.651,3.981,3.344
Pink1,6.726,-0.03224,0.9832,NotDiff,1.792,-4.271,-1.565,-4.271
Mul1,5.835,0.6125,0.5588,NotDiff,6.573,6.665,6.969,6.255
Camk2n1,2.604,1.665,0.6604,NotDiff,7.356,7.705,6.852,6.771
Otud3,0.9819,-3.713,0.5723,NotDiff,6.653,6.626,6.79,6.376
Tmco4,4.866,0.3678,0.8103,NotDiff,7.813,7.682,8.006,7.706
Nbl1,-4.55,3.537,0.7608,NotDiff,6.294,6.431,6.008,6.176
Minos1,6.986,-0.07786,0.9406,NotDiff,1.024,2.148,1.692,3.454
Gm16287,-4.459,3.347,0.7716,NotDiff,5.748,5.705,5.435,5.692
Capzb,10.6,-0.1016,0.8452,NotDiff,2.725,4.633,3.969,4.502
Pqlc2,3.201,1.234,0.6337,NotDiff,-0.1011,4.523,1.376,-4.271
Akr7a5,4.783,-0.7696,0.5886,NotDiff,8.472,8.718,8.229,8.771
Mrto4,6.581,-0.8227,0.315,NotDiff,5.336,4.807,5.459,5.651
Emc1,5.225,0.02038,0.9913,NotDiff,2.148,0.9508,2.644,1.585
Ubr4,3.001,0.6838,0.7991,NotDiff,5.145,5.344,4.7,5.374
Iffo2,2.689,2.187,0.5267,NotDiff,4.412,-2.279,3.147,1.899
Aldh4a1,3.24,1.181,0.6492,NotDiff,-1.662,-4.271,0.7151,1.774
Rcc2,7.287,-1.018,0.1778,NotDiff,6.075,5.339,6.688,7.06
Padi1,-3.402,1.711,0.896,NotDiff,-0.4031,2.362,-2.764,1.595
Gm13031,-3.318,0.9351,0.9483,NotDiff,5.262,4.832,4.666,5.189
Sdhb,8.992,-0.007198,0.994,NotDiff,5.347,4.307,3.99,3.741
Atp13a2,2.66,-0.2817,0.9418,NotDiff,-4.271,2.075,-0.1356,2.193
Crocc,-3.019,0.8486,0.953,NotDiff,6.848,7.255,6.857,6.76
Necap2,7.216,0.09994,0.9159,NotDiff,5.647,6.132,5.36,5.651
Szrd1,6.546,0.1969,0.8343,NotDiff,2.433,-0.7957,3.332,2.936
Fbxo42,4.489,-0.2088,0.9123,NotDiff,7.668,7.017,7.285,7.688
Rsg1,-0.4504,-2.596,0.7497,NotDiff,8.071,7.793,7.957,8.209
Epha2,-3.937,4.313,0.7275,NotDiff,1.357,-4.271,-4.271,-4.271
Clcnkb,-4.55,3.178,0.783,NotDiff,1.369,3.341,-4.271,-4.271
Zbtb17,4.905,-0.7697,0.5756,NotDiff,3.864,4.773,3.045,2.701
Spen,-2.795,-6.791,0.4716,NotDiff,6.976,6.509,6.82,6.554
Tmem82,-4.531,3.578,0.7605,NotDiff,3.136,1.515,4.251,4.831
Plekhm2,0.1123,-3.551,0.6379,NotDiff,3.351,-2.513,1.678,2.339
Ddi2,3.039,0.3027,0.922,NotDiff,6.997,7.495,6.784,7.19
Dnajc16,-1.771,-9.27,0.2609,NotDiff,4.005,3.255,4.446,5.366
Casp9,0.9023,5.678,0.3965,NotDiff,7.009,7.49,6.577,7.174
Efhd2,8.568,0.5398,0.3724,NotDiff,6.318,6.279,6.806,6.46
Tmem51,-4.274,4.131,0.7351,NotDiff,0.2851,-0.07994,0.2588,1.329
Prdm2,1.929,2.448,0.6017,NotDiff,6.314,6.546,6.996,6.724
Pdpn,-1.771,-1.996,0.8377,NotDiff,6.243,7.415,6.253,6.545
Pramef8,5.248,0.3699,0.764,NotDiff,4.393,5.033,3.815,3.43
Dhrs3,1.005,-7.346,0.2654,NotDiff,2.862,0.7538,2.221,3.041
Vps13d,2.208,1.163,0.7665,NotDiff,6.363,6.289,6.725,7.332
Tnfrsf1b,8.225,0.8479,0.1106,NotDiff,6.855,7.569,8.033,6.832
Tnfrsf8,-1.093,-4.096,0.6499,NotDiff,2.73,-3.139,1.428,3.146
Gm13212,1.592,-0.0937,0.9888,NotDiff,5.509,7.175,6.154,5.405
Znf41-ps,-2.637,-4.968,0.6402,NotDiff,4.446,5.541,4.158,4.575
Gm13157,4.441,-0.3568,0.8201,NotDiff,4.852,4.987,5.897,5.552
Zfp933,-3.346,-0.879,0.9528,NotDiff,4.304,3.825,4.446,3.041
Miip,4.68,-1.113,0.455,NotDiff,7.063,7.112,7.658,7.492
Mfn2,4.316,0.02096,0.9937,NotDiff,-0.68,-4.271,3.193,1.415
Plod1,2.051,2.296,0.6105,NotDiff,5.663,3.694,4.619,4.888
Clcn6,-0.8182,5.314,0.5136,NotDiff,4.482,5.778,4.954,4.989
Mthfr,0.37,-3.74,0.5978,NotDiff,5.441,4.067,5.317,4.771
Agtrap,4.032,0.08598,0.9743,NotDiff,0.5895,-4.271,-4.271,-4.271
Mad2l2,5.869,-0.4437,0.6914,NotDiff,5.093,4.046,4.827,4.09
Fbxo6,6.321,-0.02853,0.9852,NotDiff,4.499,4.712,3.825,3.964
Fbxo44,0.4048,-4.886,0.4782,NotDiff,4.754,4.841,4.7,5.596
Fbxo2,-4.599,-3.128,0.7875,NotDiff,5.749,5.251,5.609,5.906
Ubiad1,4.268,-0.5794,0.7415,NotDiff,4.31,-1.744,4.199,2.911
Mtor,4.373,-0.07774,0.9745,NotDiff,1.698,3.149,3.728,-1.654
Exosc10,5.8,0.5065,0.6485,NotDiff,3.227,0.7799,3.551,3.25
Srm,7.002,-0.8105,0.266,NotDiff,9.053,9.149,9.184,9.149
Tardbp,6.819,-0.07589,0.9445,NotDiff,4.978,5.771,4.417,4.37
Pex14,4.652,-0.2523,0.8756,NotDiff,4.454,5.394,3.495,1.865
Dffa,5.21,-0.2854,0.8181,NotDiff,2.291,1.368,1.511,2.143
Apitd1,4.813,0.3928,0.7781,NotDiff,6.797,7.448,6.721,6.402
Pgd,6.929,-0.6342,0.4354,NotDiff,4.909,4.959,4.386,4.437
Kif1b,3.334,-0.3926,0.877,NotDiff,3.853,4.411,4.916,5
Ube4b,3.825,0.7549,0.7271,NotDiff,-4.271,-4.271,-4.271,0.3705
Nmnat1,3.376,0.2988,0.9161,NotDiff,5.88,5.582,5.944,5.977
Lzic,6.29,0.2844,0.7622,NotDiff,-4.271,-4.271,-1.316,2.352
Ctnnbip1,4.227,0.6571,0.7176,NotDiff,6.286,4.307,5.566,5.509
Clstn1,2.568,-0.6808,0.8444,NotDiff,3.347,2.353,3.111,1.379
Pik3cd,6.409,1.113,0.1532,NotDiff,-3.085,-4.271,1.358,-4.271
Tmem201,2.061,3.398,0.4746,NotDiff,7.801,8.234,8.154,8.08
Slc25a33,5.026,-0.3388,0.7945,NotDiff,5.801,5.395,4.918,5.282
Spsb1,4.224,1.661,0.3124,NotDiff,3.545,2.309,3.586,5.088
H6pd,3.567,0.703,0.75,NotDiff,6.126,6.075,6.703,6.508
Car6,-2.326,-0.8236,0.9513,NotDiff,0.976,-0.2284,-1.104,-4.271
Eno1,4.975,-0.04005,0.985,NotDiff,9.139,9.013,9.358,9.533
Rere,-2.212,0.6911,0.9607,NotDiff,4.906,5.56,5.381,5.69
Errfi1,4.65,1.103,0.4528,NotDiff,0.976,3.139,0.6581,-4.271
Park7,8.934,-0.3703,0.5456,NotDiff,4.733,4.245,4.585,3.736
Tnfrsf9,9.753,-0.5882,0.2667,NotDiff,5.59,5.846,6.697,6.351
Per3,-0.5695,3.844,0.6433,NotDiff,7.357,7.101,8.064,8.013
Vamp3,6.91,-0.04092,0.974,NotDiff,10.95,11.24,10.9,10.74
Camta1,3.391,-0.8178,0.7351,NotDiff,9.272,8.416,9.288,9.205
Dnajc11,4.505,0.1378,0.9428,NotDiff,7.635,7.458,7.711,7.289
Thap3,5.308,0.03673,0.9852,NotDiff,3.537,2.91,3.527,3.087
Phf13,4.034,-0.01874,0.9944,NotDiff,3.118,5.794,2.784,4.936
Klhl21,6.017,-0.2234,0.846,NotDiff,3.054,2.956,4.114,4.099
Zbtb48,3.154,1.356,0.5995,NotDiff,5.519,2.7,6.008,5.356
Nol9,4.897,1.36,0.3451,NotDiff,5.037,5.427,5.009,5.394
Espn,-4.382,3.899,0.7457,NotDiff,5.211,4.689,4.151,4.869
Acot7,8.05,0.116,0.8807,NotDiff,6.306,7.013,6.882,6.791
Icmt,5.067,0.51,0.7167,NotDiff,9.285,10.2,9.07,9.823
Rpl22,8.129,-0.388,0.5851,NotDiff,0.4799,-4.271,-4.271,-4.271
Kcnab2,6.096,-0.1016,0.9334,NotDiff,5.645,5.929,5.957,6.121
Nphp4,-2.179,0.83,0.9507,NotDiff,2.777,-4.271,-4.271,-3.757
A430005L14Rik,6.647,0.8162,0.3,NotDiff,0.05994,0.4624,-1.009,-1.014
Dffb,4.635,0.2241,0.9033,NotDiff,6.619,7.36,7.267,7.269
Cep104,-0.3976,-3.774,0.659,NotDiff,7.826,7.89,8.384,8.472
Lrrc47,5.008,0.9477,0.4915,NotDiff,0.232,-4.271,1.975,-4.271
Trp73,-4.325,4.02,0.7388,NotDiff,5.169,5.642,6.22,6.26
Wdr8,5.19,0.1321,0.9345,NotDiff,10.22,9.856,9.63,9.099
Tprgl,8.74,0.512,0.3975,NotDiff,5.675,5.764,6.329,5.265
Arhgef16,-4.034,-4.716,0.698,NotDiff,3.293,2.571,3.903,3.366
Prdm16,-1.186,0.918,0.9344,NotDiff,5.07,4.533,3.252,1.064
Fam213b,1.309,-2.316,0.6923,NotDiff,8.412,8.631,8.6,8.88
Tnfrsf14,-0.7728,-1.577,0.8645,NotDiff,5.395,4.3,5.308,5.598
Pank4,-1.187,-1.164,0.9139,NotDiff,3.277,2.593,3.795,3.247
Pex10,-0.263,1.834,0.8148,NotDiff,6.506,7.237,6.86,7.406
Rer1,8.044,0.0266,0.9814,NotDiff,0.5025,-4.271,-4.271,-4.271
Morn1,-3.415,-1.002,0.9444,NotDiff,0.5247,-4.271,1.304,-1.654
Ski,4.396,0.5886,0.7388,NotDiff,5.704,6.249,6.03,6.604
Faap20,6.068,-0.2697,0.7849,NotDiff,5.963,5.354,6.64,6.249
Prkcz,4.141,0.3323,0.8528,NotDiff,1.838,3.029,3.731,3.886
5830444B04Rik,-2.574,-0.8044,0.9542,NotDiff,3.461,4.824,2.977,3.954
Cfap74,-4.283,4.112,0.7351,NotDiff,2.626,4.147,3.812,1.746
Gnb1,9.901,-0.1545,0.7796,NotDiff,7.032,7.007,7.724,7.334
Nadk,7.256,0.03763,0.9743,NotDiff,7.832,8.088,7.6,8.055
Slc35e2,4.955,-0.2501,0.8655,NotDiff,4.359,4.75,4.846,5.9
Cdk11b,4.478,0.6155,0.7388,NotDiff,2.33,3.764,4.246,1.942
Mmp23,-4.606,-3.114,0.7878,NotDiff,2.8,4.633,5.36,5.634
Mib2,0.388,-3.094,0.6777,NotDiff,8.317,7.998,8.625,8.228
B930041F14Rik,-2.607,0.8735,0.9498,NotDiff,3.588,-3.139,-4.271,-0.2733
Ssu72,7.644,-0.7383,0.2496,NotDiff,5.399,5.629,6.076,5.992
Atad3a,4.851,-1.147,0.3903,NotDiff,4.869,6.193,5.287,4.984
Mrpl20,7.074,-0.9229,0.175,NotDiff,5.926,5.848,5.742,5.218
Ccnl2,6.114,-0.1312,0.9123,NotDiff,2.451,-3.597,0.09666,1.049
Aurkaip1,7.737,-0.2293,0.7605,NotDiff,-0.2442,-4.271,0.008207,1.755
Mxra8,-4.315,4.042,0.7388,NotDiff,4.845,3.96,5.862,4.648
Dvl1,0.4601,-2.707,0.7133,NotDiff,5.367,5.194,4.442,4.384
Cptp,4.335,-0.7171,0.6935,NotDiff,6.55,6.598,6.382,6.686
Cpsf3l,7.826,0.09563,0.9144,NotDiff,3.885,1.966,2.868,3.598
